user,gender,dob,height_cm,weight_kg,currentlocation,sweats,coldhf,exercise
Ls3310gg,M,2006/03/11,190,68.6,"Johannesburg, South Africa",N,Y,Every other day
Kq1439ad,M,2005/10/08,182,72.9,"Delhi, India",Y,N,Every other day
zX7531pC,M,1989/06/25,182,99.4,"Cartagena, Colombia",Y,N,Every other day
CB2434CC,M,2005/03/10,191,69.3,"Ho Chi Minh City, Vietnam",N,Y,Every other day
xy4752WW,M,1996/01/21,180,97.2,"Durban, South Africa",Y,N,Every day
rA0728vt,M,2005/05/20,184,74.5,"El Calafate, Argentina",N,N,A couple of times per week
kQ2220SC,M,1997/05/09,178,76.0,"Istanbul, Turkey",N,N,A couple of times per week
Ao2890cU,M,1987/12/15,180,71.3,"Jeddah, Saudi Arabia",Y,Y,Every day
IC5162CC,M,1988/10/26,178,66.5,"Luanda, Angola",Y,N,Every other day
Vm4649Mh,M,1992/02/24,182,86.1,"Colonia del Sacramento, Uruguay",N,N,A couple of times per week
Es7066LS,M,1994/04/10,183,70.3,"Porto, Portugal",Y,Y,Every day
Ye8031tP,M,2002/09/11,160,43.5,"Mar del Plata, Argentina",Y,Y,Once per week
zO8089EC,M,1999/04/09,182,62.9,"Rome, Italy",N,Y,1 or 2 times per month
Df7303RO,M,1991/03/19,182,79.5,"Hyderabad, India",Y,Y,A couple of times per week
Nf6482Ms,M,1991/10/22,172,47.3,"Yokohama, Japan",Y,Y,A couple of times per week
UI9747AE,M,1990/10/31,180,74.5,"Ho Chi Minh City, Vietnam",N,Y,Once per week
BN9727IA,M,1987/05/02,181,91.7,"Khartoum, Sudan",N,N,A couple of times per week
Hk1140UM,M,1987/12/04,178,60.2,"Rhodes, Greece",Y,Y,Every day
XQ1337JR,M,1986/10/04,185,99.3,"Kumasi, Ghana",N,N,Every day
bc7047fm,M,1994/02/18,179,92.9,"Kabul, Afghanistan",Y,Y,A couple of times per week
AL8606jg,M,1983/03/25,188,74.2,"Benin City, Nigeria",Y,Y,Never
Ho8385jE,M,2001/10/10,181,88.5,"Mogadishu, Somalia",Y,Y,A couple of times per week
OL7372Dq,M,1988/12/06,177,75.2,"Budapest, Hungary",Y,Y,Every other day
Zi1978YQ,M,1984/05/18,183,56.9,"Kumasi, Ghana",Y,Y,A couple of times per week
zH1776EK,M,1992/12/12,183,80.4,"Kabul, Afghanistan",N,Y,Every day
ZT7693Vw,M,1988/01/30,178,66.5,"Seoul, South Korea",N,Y,Every other day
Aj0468WK,M,2004/11/26,180,77.8,"Camayenne, Guinea",N,Y,A couple of times per week
oe8465bU,M,1987/07/06,175,85.8,"Riyadh, Saudi Arabia",N,Y,Every day
ts4297YI,M,1995/09/24,179,67.3,"Antalya, Turkey",Y,Y,Every day
RS3164Ib,M,2003/04/29,182,69.6,"San Francisco, United States",Y,Y,A couple of times per week
TF6066qd,M,1996/02/20,170,54.9,"Chattogram, Bangladesh",Y,Y,A couple of times per week
QJ0642jc,M,1983/04/21,176,68.1,"Dubai, United Arab Emirates",N,Y,Every other day
ft1047zA,M,2004/05/08,180,68.0,"Saint Petersburg, Russia",N,Y,A couple of times per week
jp4061nx,M,2000/01/06,182,89.4,"Cape Town, South Africa",Y,Y,Every other day
Ti3583Eo,M,1982/11/01,185,65.0,"Bengaluru, India",N,Y,Never
gY6427Hh,M,1996/03/25,183,70.3,"Khartoum, Sudan",Y,Y,Every other day
gC0008KR,M,2003/10/09,180,87.5,"La Paz, Bolivia",Y,Y,Every other day
GC5848kW,M,2003/06/21,179,86.5,"Paris, France",Y,N,A couple of times per week
YU5595ka,M,2006/12/04,184,67.7,"Milan, Italy",Y,N,Never
PU9153Do,M,1995/04/15,179,83.3,"Las Vegas, United States",Y,Y,A couple of times per week
XH2809Yn,M,1990/02/02,172,50.3,"Ushuaia, Argentina",Y,Y,A couple of times per week
MW4307yH,M,1999/05/13,185,65.0,"Bariloche, Argentina",N,N,A couple of times per week
Ec3330Jy,M,2003/10/01,184,81.3,"Pretoria, South Africa",Y,N,1 or 2 times per month
xQ1364yU,M,2001/03/18,190,72.2,"Chennai, India",Y,Y,Every day
ul0322Nu,M,1983/05/05,180,61.6,"Cartagena, Colombia",Y,Y,A couple of times per week
bg2069Eb,M,1998/01/13,175,70.4,"Venice, Italy",Y,Y,Every other day
Cp2200Vm,M,1985/02/03,163,50.5,"Orlando, United States",N,Y,Every other day
UA6513Sp,M,2000/06/11,179,48.1,"Honolulu, United States",N,Y,Every other day
LY0239oX,M,1994/02/02,183,77.0,"Moscow, Russia",Y,Y,Every other day
QH0266Gf,M,1985/03/27,182,82.8,"Delhi, India",Y,Y,A couple of times per week
qc2634In,M,1985/11/27,180,77.8,"Milan, Italy",N,Y,Once per week
zR9584Hv,M,1987/08/27,174,57.5,"Rio de Janeiro, Brazil",Y,Y,A couple of times per week
Et2703qI,M,1991/08/30,177,65.8,"Montevideo, Uruguay",Y,Y,Every other day
GK3038YC,M,2001/04/24,179,64.1,"Yokohama, Japan",Y,N,A couple of times per week
zu1311fZ,M,2002/08/03,182,66.2,"Colonia del Sacramento, Uruguay",N,Y,A couple of times per week
rL0652gY,M,1994/10/30,180,74.5,"Ho Chi Minh City, Vietnam",Y,Y,1 or 2 times per month
vA1505Bm,M,2002/09/03,180,61.6,"Buenos Aires, Argentina",Y,N,Once per week
Vo0669Aj,M,1999/07/11,178,69.7,"Chattogram, Bangladesh",Y,N,Every other day
gc0407MM,M,1995/06/03,187,83.9,"Khartoum, Sudan",N,Y,A couple of times per week
vw1967WZ,M,2003/03/31,180,84.2,"Orlando, United States",N,Y,A couple of times per week
UO1779ru,M,1985/04/09,184,77.9,"Kano, Nigeria",N,Y,A couple of times per week
zp3129HW,M,1986/10/01,182,69.6,"Cairo, Egypt",Y,Y,A couple of times per week
YN6584zF,M,1991/03/14,182,79.5,"Brussels, Belgium",Y,N,Every other day
KP6154ZG,M,2005/06/28,180,74.5,"Tokyo, Japan",N,Y,A couple of times per week
yC7260ql,M,1992/03/20,185,102.7,"Brussels, Belgium",Y,Y,Every other day
FJ8062lp,M,1992/04/24,189,67.9,"Ushuaia, Argentina",N,Y,Every other day
kJ6078rD,M,1997/06/22,169,71.4,"Harare, Zimbabwe",Y,Y,Every day
ZY7263Df,M,1998/07/06,176,71.2,"Rhodes, Greece",Y,Y,Every day
cS0612he,M,1997/10/19,177,72.1,"Shanghai, China",Y,N,Every day
IO2920GL,M,1990/02/18,184,88.0,"Brisbane, Australia",Y,Y,Every day
hR0883lx,M,2006/12/11,178,66.5,"Perth, Australia",Y,N,Every other day
ed4678aE,M,1985/09/16,170,57.8,"Benin City, Nigeria",Y,N,Every day
rQ3959nz,M,1995/10/18,182,59.6,"Cancun, Mexico",Y,Y,Never
Mv3477fK,M,1987/11/02,179,73.7,"Yokohama, Japan",Y,Y,Every day
om2316dt,M,2005/05/26,174,63.6,"Colonia del Sacramento, Uruguay",N,Y,Never
JM3529sy,M,1986/12/13,185,65.0,"Camayenne, Guinea",Y,Y,Once per week
lh8887Mg,M,2002/11/22,178,66.5,"Kabul, Afghanistan",N,N,A couple of times per week
TY0929LW,M,1996/10/03,176,68.1,"Khartoum, Sudan",N,N,Once per week
CO5047Ms,M,1997/04/03,159,55.6,"Tokyo, Japan",Y,Y,A couple of times per week
IT8610ns,M,1985/11/24,186,79.6,"Manila, Philippines",Y,Y,Every day
Oq6042sr,M,1995/03/12,179,76.9,"Arequipa, Peru",Y,N,Once per week
bh0641EY,M,1994/10/18,184,50.8,"Cuenca, Ecuador",Y,Y,A couple of times per week
jI9762Ve,M,1992/10/25,176,68.1,"Antananarivo, Madagascar",Y,Y,Every other day
Js1729gd,M,1996/10/07,182,76.2,"Colonia del Sacramento, Uruguay",Y,Y,Never
ZC9011ya,M,1986/04/17,182,56.3,"Pyongyang, North Korea",N,N,Once per week
vr2085Yy,M,2005/08/19,174,69.6,"Rio de Janeiro, Brazil",Y,N,A couple of times per week
Dw9523qY,M,2000/08/31,182,76.2,"Christchurch, New Zealand",N,Y,Every day
he1537bi,M,1997/12/26,166,52.4,"Honolulu, United States",Y,Y,Every day
fu0707xO,M,1985/10/23,186,79.6,"Lisbon, Portugal",Y,N,Once per week
sL7544iQ,M,1996/10/22,182,86.1,"Stockholm, Sweden",N,N,Never
Fh8902it,M,2004/01/11,184,98.2,"Abidjan, Ivory Coast",Y,N,Once per week
Sf7078Zs,M,1996/01/01,169,57.1,"Baghdad, Iraq",Y,Y,A couple of times per week
nx8924rj,M,2005/05/22,176,62.0,"Warsaw, Poland",N,N,Once per week
TZ7053eI,M,2002/11/21,185,65.0,"Orlando, United States",N,Y,A couple of times per week
uH9049sF,M,1987/03/20,169,62.8,"Kumasi, Ghana",N,N,1 or 2 times per month
gY6655yh,M,2001/03/12,181,78.6,"Taipei, Taiwan",Y,N,A couple of times per week
tp9284Kz,M,1994/10/19,175,73.5,"Mumbai, India",Y,N,Every other day
RH6949qC,M,1988/08/13,177,65.8,"Brussels, Belgium",Y,Y,Every other day
AM7705bO,M,1984/04/23,172,56.2,"Georgetown, Guyana",Y,Y,A couple of times per week
gR4171LO,M,2001/08/11,185,71.9,"Buenos Aires, Argentina",N,Y,Every other day
Ba1609di,M,1999/07/02,174,63.6,"Casablanca, Morocco",Y,N,A couple of times per week
oB6491rZ,M,1987/06/10,177,72.1,"Moscow, Russia",N,Y,Every other day
cn2618bO,M,2000/04/06,186,83.0,"Ankara, Turkey",N,Y,Once per week
Mu5227Vj,M,1993/01/06,184,94.8,"Soweto, South Africa",Y,Y,A couple of times per week
Pr5224Ir,M,1984/12/02,181,91.7,"Algiers, Algeria",Y,Y,A couple of times per week
nP4245MT,M,1997/11/21,175,67.4,"Bogota, Colombia",N,Y,Every other day
gT6646eL,M,1994/09/01,185,68.4,"Kuala Lumpur, Malaysia",Y,N,Every other day
yL5858fi,M,1998/03/06,166,52.4,"Milan, Italy",Y,Y,Every other day
Sf7308Ne,M,1983/10/31,183,83.7,"Shanghai, China",Y,Y,A couple of times per week
iW5553ND,M,2004/05/17,178,69.7,"Orlando, United States",N,N,Once per week
mh2836Lz,M,1992/07/01,176,74.3,"Cancun, Mexico",Y,N,A couple of times per week
KB9435dh,M,1994/01/26,180,68.0,"Medellin, Colombia",Y,Y,Every day
lf0522ct,M,2002/11/09,180,64.8,"Pretoria, South Africa",Y,Y,A couple of times per week
XS8358DC,M,1996/08/05,172,59.2,"Lisbon, Portugal",Y,Y,A couple of times per week
SN3258Ha,M,1987/03/31,182,92.7,"Honolulu, United States",Y,Y,Every other day
tZ8280Vq,M,1987/10/13,180,74.5,"Hong Kong, Hong Kong",N,N,A couple of times per week
eu7263sw,M,1996/07/31,180,61.6,"Rome, Italy",Y,Y,A couple of times per week
KG3594HH,M,2002/06/15,181,68.8,"Beirut, Lebanon",Y,Y,A couple of times per week
ZL5225nw,M,1984/02/05,181,78.6,"Stockholm, Sweden",Y,Y,Every other day
oa7486wo,M,1994/07/24,185,82.1,"Dhaka, Bangladesh",Y,N,Every day
yT7329vf,M,2006/04/15,167,58.6,"Hong Kong, Hong Kong",Y,N,Every other day
OO6079JO,M,1993/03/25,179,70.5,"Paris, France",Y,N,Every other day
iF5534bl,M,2002/06/04,181,78.6,"Baghdad, Iraq",Y,Y,Every other day
vJ3611uO,M,1986/04/10,180,74.5,"Brisbane, Australia",Y,Y,Every other day
mW9640Al,M,1996/05/12,176,74.3,"Kuala Lumpur, Malaysia",Y,Y,A couple of times per week
it9407cZ,M,2002/09/28,185,51.3,"Lubumbashi, Republic of the Congo",N,Y,Never
qf6503Gx,M,1995/11/24,181,98.3,"Johannesburg, South Africa",Y,N,A couple of times per week
Mo0207ch,M,1990/03/04,179,83.3,"Benin City, Nigeria",Y,Y,Every other day
PJ8495Eu,M,2002/12/21,168,98.8,"Luanda, Angola",N,Y,A couple of times per week
lV8540Ak,M,2003/06/25,194,75.3,"Vancouver, Canada",Y,N,Never
uk6356OP,M,1986/03/09,176,65.0,"Rome, Italy",N,Y,A couple of times per week
OT0817Ax,M,2005/07/08,180,61.6,"Ankara, Turkey",Y,Y,1 or 2 times per month
QY4507Hb,M,1998/11/11,186,51.9,"Riyadh, Saudi Arabia",N,N,Every day
uP5692DT,M,2004/10/09,181,62.2,"Nairobi, Kenya",Y,N,Once per week
ev1837xB,M,1991/03/05,177,90.9,"Frankfurt, Germany",Y,N,A couple of times per week
Hh2771OM,M,1986/05/24,181,88.5,"Kumasi, Ghana",N,N,A couple of times per week
yV1939YV,M,2001/01/25,176,74.3,"Cartagena, Colombia",N,N,Once per week
Pi5179oc,M,1987/02/23,171,73.1,"Punta Arenas, Chile",Y,Y,A couple of times per week
IT7947ST,M,1995/04/07,182,82.8,"Camayenne, Guinea",Y,N,A couple of times per week
jc9276HY,M,2005/11/04,182,102.7,"Lagos, Nigeria",Y,Y,Once per week
xX1439DN,M,1994/01/23,185,95.8,"Chennai, India",N,N,A couple of times per week
Yb2598bz,M,2003/10/21,180,77.8,"Khartoum, Sudan",N,N,Every other day
Zc6150sr,M,2002/06/08,178,69.7,"Mumbai, India",Y,N,Every other day
nF4106eL,M,1998/08/28,177,62.7,"Arequipa, Peru",N,N,A couple of times per week
DO4482TF,M,1989/03/12,181,95.0,"Cusco, Peru",N,N,Every day
aD8854OG,M,1993/03/08,183,73.7,"Valparaiso, Chile",N,Y,Every day
VX7355ZX,M,1997/04/13,167,66.9,"Damascus, Syria",N,Y,A couple of times per week
Ed1386RV,M,1984/06/13,179,73.7,"San Francisco, United States",Y,Y,Once per week
NK4653nv,M,1988/08/10,181,65.5,"Taipei, Taiwan",Y,N,A couple of times per week
qb7098eE,M,1990/03/25,166,55.1,"Munich, Germany",Y,N,Every day
LJ5510wk,M,1988/08/26,181,62.2,"Potosi, Bolivia",Y,Y,A couple of times per week
Kl6899FO,M,1988/05/10,179,60.9,"Cuenca, Ecuador",N,N,Once per week
Mz2796mr,M,1999/04/29,174,69.6,"Istanbul, Turkey",N,Y,Every other day
CY7937Kb,M,1989/11/18,185,71.9,"Ho Chi Minh City, Vietnam",N,Y,Every day
gM7690dj,M,2006/08/15,184,77.9,"Brussels, Belgium",Y,N,Never
dL7206Ln,M,2005/11/06,155,60.1,"Lubumbashi, Republic of the Congo",N,Y,1 or 2 times per month
WF9568ab,M,2001/06/05,179,99.3,"Milan, Italy",N,Y,A couple of times per week
iX8414CU,M,1989/12/29,180,77.8,"Rome, Italy",Y,N,Every other day
vY2464Zx,M,1988/04/28,180,68.0,"Rio de Janeiro, Brazil",Y,Y,Once per week
lD6784eq,M,1995/05/23,185,78.7,"Lagos, Nigeria",Y,Y,Every other day
Mu3731Vw,M,1992/02/25,180,61.6,"Kaduna, Nigeria",N,Y,Every other day
Rg6041ro,M,1996/09/11,177,59.5,"Kampala, Uganda",N,N,A couple of times per week
Ex2893Od,M,1995/12/03,178,79.2,"Los Angeles, United States",Y,N,Every day
Hs1302Ly,M,2001/08/11,186,79.6,"Stockholm, Sweden",Y,N,Every other day
Np1072Yx,M,1997/01/04,177,59.5,"Beirut, Lebanon",N,Y,Once per week
nA3038ZR,M,2003/12/23,176,68.1,"San Francisco, United States",Y,N,A couple of times per week
qv2691eE,M,2006/10/14,168,76.2,"Yokohama, Japan",Y,Y,A couple of times per week
bb9019OF,M,1984/06/25,180,97.2,"Amsterdam, Netherlands",Y,Y,A couple of times per week
FM0875WR,M,1993/10/14,177,59.5,"Lima, Peru",Y,N,Once per week
cQ1359an,M,2003/07/29,180,74.5,"Bogota, Colombia",Y,Y,Every day
Qc2130hR,M,2005/03/26,182,82.8,"Pretoria, South Africa",N,Y,Every other day
zl9180zR,M,1999/12/09,183,67.0,"Pretoria, South Africa",Y,N,Every other day
dd5171mO,M,2000/12/27,183,63.6,"Yaounde, Cameroon",Y,Y,Once per week
oW7581OC,M,2006/04/30,179,60.9,"Brazzaville, DR Congo",Y,Y,1 or 2 times per month
Ei8769tN,M,1998/09/28,180,64.8,"Auckland, New Zealand",Y,N,A couple of times per week
aR6486gd,M,1997/12/22,185,71.9,"Medellin, Colombia",N,Y,Every other day
ug8473Uz,M,2004/08/21,181,91.7,"Harare, Zimbabwe",Y,N,Every other day
ru4544vx,M,2006/04/14,169,62.8,"La Paz, Bolivia",Y,Y,Every other day
XT2663fD,M,1996/05/11,158,52.4,"Beirut, Lebanon",Y,N,A couple of times per week
nx9578wf,M,1991/05/28,189,85.7,"Rio de Janeiro, Brazil",Y,Y,A couple of times per week
Un7015SY,M,1982/12/18,179,67.3,"Hyderabad, India",Y,Y,Every day
OT6302ID,M,1996/07/15,182,69.6,"Kolkata, India",Y,Y,1 or 2 times per month
lk8359dC,M,2005/12/05,184,71.1,"Hong Kong, Hong Kong",Y,N,Once per week
xi2809SE,M,2000/10/28,169,82.8,"Conakry, Guinea",N,Y,Every other day
NI6892zz,M,2006/05/07,177,72.1,"Miami, United States",Y,N,A couple of times per week
lC9123kk,M,1994/06/02,178,88.7,"Rome, Italy",Y,Y,Every other day
bO0810Pv,M,1985/07/08,178,76.0,"Guayaquil, Ecuador",Y,N,Every other day
UR5427FH,M,2004/11/03,177,65.8,"Copenhagen, Denmark",Y,Y,Every day
Hj9266rZ,M,2005/11/16,180,68.0,"Georgetown, Guyana",Y,Y,Once per week
lI6486Ug,M,1994/12/06,181,78.6,"Casablanca, Morocco",Y,Y,Once per week
SR2506VH,M,1986/05/31,176,74.3,"Athens, Greece",Y,Y,1 or 2 times per month
WZ0939DN,M,1996/09/15,181,62.2,"Tokyo, Japan",N,Y,Every other day
Bt1276aI,M,1997/10/15,182,62.9,"Hong Kong, Hong Kong",Y,Y,Every other day
Ig1792WE,M,2005/08/30,181,62.2,"Addis Ababa, Ethiopia",Y,Y,A couple of times per week
RL7209xI,M,1998/01/18,182,72.9,"Beirut, Lebanon",Y,Y,1 or 2 times per month
xg6836LL,M,2002/06/15,184,81.3,"Barcelona, Spain",Y,Y,Every other day
qi7753PH,M,1990/08/04,182,66.2,"Baghdad, Iraq",Y,Y,Every other day
Tz5523iT,M,2003/09/30,183,70.3,"Yangon, Myanmar",Y,Y,A couple of times per week
LR0549nn,M,2004/04/19,183,87.1,"Port Harcourt, Nigeria",Y,Y,A couple of times per week
KZ4393px,M,2002/01/11,183,80.4,"Shanghai, China",Y,Y,Every other day
Vj0714yr,M,2003/09/03,185,68.4,"Cusco, Peru",N,Y,A couple of times per week
yK1033aF,M,1983/11/29,180,71.3,"Mumbai, India",Y,Y,Every day
gs9696NP,M,1991/11/18,170,60.7,"Mogadishu, Somalia",Y,Y,A couple of times per week
fw6517wx,M,1985/03/07,182,62.9,"Venice, Italy",N,N,A couple of times per week
ZG6795up,M,1984/08/31,179,60.9,"Yokohama, Japan",Y,Y,A couple of times per week
Yb4469iI,M,1989/12/09,185,85.6,"Jeddah, Saudi Arabia",Y,Y,A couple of times per week
mb1803Xw,M,1990/03/18,182,69.6,"Saint Petersburg, Russia",N,Y,Every other day
DI6905hE,M,2005/12/29,181,62.2,"Dakar, Senegal",N,N,Once per week
bE7586ne,M,1987/12/03,185,68.4,"Bamako, Mali",Y,Y,A couple of times per week
Bl3337CE,M,2001/12/09,177,72.1,"Rio de Janeiro, Brazil",Y,N,Once per week
Ey2704NU,M,1992/01/15,184,77.9,"Las Vegas, United States",N,N,A couple of times per week
GS0786Ha,M,2002/09/17,181,65.5,"Melbourne, Australia",Y,Y,A couple of times per week
rG1854mE,M,2004/05/08,182,72.9,"Douala, Cameroon",N,Y,A couple of times per week
Yb9382Og,M,1993/12/27,158,52.4,"Hyderabad, India",Y,N,A couple of times per week
TB1469ot,M,1999/09/20,185,102.7,"Bogota, Colombia",Y,Y,A couple of times per week
JA1082MZ,M,2004/12/24,178,82.4,"Dubai, United Arab Emirates",Y,Y,Never
Ud2228BG,M,1992/07/25,180,110.2,"Kumasi, Ghana",Y,N,Every other day
Kb9585Bn,M,1984/07/26,181,68.8,"Chennai, India",Y,Y,Once per week
po2363lN,M,1986/07/07,182,102.7,"Ushuaia, Argentina",Y,N,Once per week
cC9652pg,M,1984/09/30,180,61.6,"Darwin, Australia",Y,N,Once per week
Wu4942Zp,M,2003/11/12,178,95.1,"Christchurch, New Zealand",N,Y,A couple of times per week
lL9323Ap,M,1983/02/07,178,66.5,"Kinshasa, Republic of the Congo",N,N,Once per week
dr8788By,M,1996/12/14,180,77.8,"Cali, Colombia",N,N,Every other day
uY5375Ur,M,1983/05/29,184,88.0,"Otavalo, Ecuador",Y,Y,Every day
js5134jv,M,1993/04/04,185,89.0,"Abidjan, Ivory Coast",N,N,Every day
rI6542fK,M,1987/08/23,183,63.6,"Lubumbashi, Republic of the Congo",N,N,A couple of times per week
Tx3017Pf,M,2001/02/02,183,80.4,"Tokyo, Japan",Y,Y,A couple of times per week
jb7212ha,M,2003/08/26,183,77.0,"New York City, United States",Y,Y,Every other day
EH6901ZO,M,2004/02/06,168,56.4,"Sydney, Australia",Y,Y,Once per week
Dz4666BQ,M,1987/07/18,179,70.5,"Nice, France",Y,N,Every other day
uW8093Ko,M,1993/02/25,176,58.9,"Benin City, Nigeria",Y,Y,Every day
iN6617VP,M,1989/07/12,181,81.9,"Brussels, Belgium",Y,N,Never
oH8812cn,M,2005/05/05,172,68.0,"Arequipa, Peru",N,N,Every other day
RQ9832UE,M,1993/04/28,182,76.2,"Soweto, South Africa",Y,Y,Every other day
Vs6837tf,M,1987/07/09,180,61.6,"Toronto, Canada",Y,Y,Every other day
zM3363DL,M,2003/12/29,177,75.2,"Milan, Italy",Y,Y,Once per week
Lr8029Ou,M,1986/02/23,177,56.4,"Surat, India",Y,Y,A couple of times per week
kt0081ny,M,1991/01/09,185,65.0,"Addis Ababa, Ethiopia",Y,Y,A couple of times per week
Kw0242AH,M,1992/04/23,180,64.8,"Cape Town, South Africa",Y,Y,Every other day
Tm8581ny,M,1985/04/23,180,58.3,"Medellin, Colombia",N,N,Once per week
yp0559Bd,M,1989/09/29,184,57.6,"Otavalo, Ecuador",N,Y,A couple of times per week
WH6089pQ,M,2003/01/11,176,65.0,"Pyongyang, North Korea",N,Y,A couple of times per week
LL9409pw,M,1996/07/23,179,70.5,"Khartoum, Sudan",Y,N,A couple of times per week
cH6593Xb,M,1992/07/31,185,71.9,"Shenzhen, China",N,N,Every other day
hT3833Tl,M,1989/09/22,180,71.3,"Buenos Aires, Argentina",N,N,Once per week
WF1713KZ,M,2006/07/06,177,62.7,"Rio de Janeiro, Brazil",Y,N,Every other day
xb9109OE,M,1989/06/15,185,75.3,"Rio de Janeiro, Brazil",Y,N,A couple of times per week
Sg0820Lt,M,1998/01/14,182,66.2,"Beirut, Lebanon",Y,Y,A couple of times per week
Tp1960nW,M,1984/10/13,184,64.3,"Camayenne, Guinea",Y,N,A couple of times per week
iN9330Hg,M,1982/09/25,183,63.6,"Johannesburg, South Africa",Y,Y,Once per week
CX6218yP,M,1988/02/21,182,99.4,"Bamako, Mali",Y,N,A couple of times per week
XM3546EJ,M,1988/03/31,180,64.8,"Kabul, Afghanistan",Y,Y,A couple of times per week
sg9045kk,M,1983/12/31,180,84.2,"Canberra, Australia",Y,Y,Every other day
Ka0526bV,M,1987/05/12,185,65.0,"Alexandria, Egypt",Y,Y,Every other day
vU6388Vr,M,2001/04/24,176,71.2,"Surat, India",Y,N,Never
yS6379Wf,M,1999/07/18,171,70.2,"Las Vegas, United States",Y,Y,Every other day
aB3187Au,M,2001/08/08,179,64.1,"Kaduna, Nigeria",Y,Y,Every other day
HT1693MU,M,1998/08/06,181,72.1,"Porto, Portugal",N,N,Once per week
hx1276iN,M,1984/06/10,184,98.2,"Sydney, Australia",Y,N,A couple of times per week
Cm0778zG,M,1999/02/15,183,70.3,"Melbourne, Australia",Y,Y,A couple of times per week
tM9812tE,M,1986/09/23,181,65.5,"Chennai, India",Y,Y,Never
TV4558jW,M,1987/10/27,179,60.9,"Yangon, Myanmar",Y,Y,A couple of times per week
eg4532RR,M,1999/03/22,174,48.4,"Sydney, Australia",Y,N,Every other day
OS0302wv,M,1985/07/02,186,117.6,"Yangon, Myanmar",N,Y,Every day
Zs5991Vv,M,1983/10/29,181,91.7,"Cartagena, Colombia",Y,Y,1 or 2 times per month
Xe9190aI,M,1983/07/31,177,59.5,"Antalya, Turkey",N,Y,A couple of times per week
zv6539bR,M,1994/11/24,157,49.3,"Darwin, Australia",Y,Y,1 or 2 times per month
nv4376XW,M,1997/06/29,179,73.7,"Bariloche, Argentina",Y,Y,A couple of times per week
IP6907yE,M,1984/12/09,184,67.7,"Potosi, Bolivia",Y,Y,A couple of times per week
ld3997RJ,M,1992/02/06,174,90.8,"Arequipa, Peru",N,N,Once per week
Kx9950xo,M,2005/12/28,169,62.8,"Mexico City, Mexico",N,Y,Every other day
PB4057hO,M,1992/08/21,180,81.0,"Kuala Lumpur, Malaysia",N,Y,Every other day
fp9162Ym,M,1983/03/22,177,94.0,"Sydney, Australia",Y,N,A couple of times per week
jb8908aX,M,1995/07/23,183,70.3,"Busan, South Korea",N,Y,A couple of times per week
PN2258KP,M,2004/02/28,171,73.1,"Otavalo, Ecuador",Y,N,Every other day
qk9149Za,M,2002/03/07,192,77.4,"Dublin, Ireland",Y,Y,Never
Ih6245sw,M,1999/12/21,167,69.7,"Otavalo, Ecuador",N,Y,Every other day
AW3699nW,M,1987/03/09,180,68.0,"Istanbul, Turkey",N,Y,Once per week
GY4125Wo,M,1997/09/09,169,62.8,"Sydney, Australia",N,N,Every other day
rg2735nD,M,2001/08/13,174,84.8,"Punta Arenas, Chile",Y,Y,Every other day
RX2843Qj,M,2006/10/04,178,72.9,"Orlando, United States",Y,N,Every other day
RX1650oA,M,1991/11/25,181,98.3,"Arequipa, Peru",Y,Y,Every other day
jE2678eL,M,2006/03/21,167,78.1,"Jakarta, Indonesia",Y,Y,Once per week
cX2353Yw,M,2000/11/03,180,84.2,"Beijing, China",Y,N,A couple of times per week
er6476Yh,M,1996/10/30,171,55.6,"Saint Petersburg, Russia",Y,Y,Every day
dK3590nH,M,1998/01/24,181,75.4,"San Francisco, United States",Y,N,Every other day
RC5822kI,M,1996/08/29,174,78.7,"Tokyo, Japan",N,N,A couple of times per week
Gc7939iS,M,2001/01/07,179,70.5,"Abidjan, Ivory Coast",Y,Y,1 or 2 times per month
ea2724NY,M,1987/05/31,184,94.8,"Melbourne, Australia",Y,Y,A couple of times per week
yZ9247xY,M,1999/02/09,174,63.6,"Istanbul, Turkey",Y,Y,Once per week
NK8609di,M,1983/02/09,185,85.6,"Potosi, Bolivia",N,Y,Every day
IM3224Db,M,1987/09/21,181,111.4,"Kinshasa, Republic of the Congo",N,N,A couple of times per week
fi1669gH,M,2004/08/10,179,54.5,"Munich, Germany",Y,Y,Once per week
Ef1815iR,M,1983/06/26,182,79.5,"Kyoto, Japan",Y,Y,A couple of times per week
oI3946rr,M,2005/01/05,178,63.4,"Soweto, South Africa",Y,Y,Never
kP2617dN,M,1988/07/31,171,67.3,"Stockholm, Sweden",Y,N,1 or 2 times per month
No9745Ht,M,1999/07/31,178,63.4,"Douala, Cameroon",N,Y,A couple of times per week
ld0157Ny,M,1984/05/16,177,59.5,"Georgetown, Guyana",Y,N,Every other day
qd0785QG,M,2004/10/05,181,78.6,"Valparaiso, Chile",Y,Y,A couple of times per week
Oq6682XO,M,1985/01/25,185,85.6,"Benin City, Nigeria",N,N,Every other day
Xs9714kS,M,2002/10/06,183,63.6,"Beirut, Lebanon",N,Y,A couple of times per week
