user,gender,dob,age,bmi,currentlocation,currentcity,currentcountry,sweats,coldhf,exercise,height_cm,weight_kg,genscore,agescore,bmiscore,citymorningscore,cityafternoonscore,citynightscore,sweatscore,coldhfscore,exercisescore,mymorningtemp,myafternoontemp,mynighttemp
VI6047ob,F,1983-09-20,38,healthy,"Kyoto, Japan",Kyoto,Japan,N,N,A couple of times per week,169.0,60.0,-2,0,0,-3.0,1.0,0.0,0,0,0,-5.0,-1.0,-2.0
qD1234xm,F,2001-08-14,20,healthy,"Rome, Italy",Rome,Italy,N,Y,A couple of times per week,175.0,64.3,-2,0,0,33.0,36.0,35.0,0,-2,0,29.0,32.0,31.0
Wi3471Ki,F,1995-06-03,27,healthy,"Cali, Colombia",Cali,Colombia,Y,Y,Every day,168.0,67.7,-2,0,0,2.0,4.0,2.0,1,-2,1,0.0,2.0,0.0
Tu8699GE,F,1999-07-01,23,healthy,"Abidjan, Ivory Coast",Abidjan,Ivory Coast,N,Y,Every day,165.0,62.6,-2,0,0,11.0,12.0,9.0,0,-2,1,8.0,9.0,6.0
Vh9165rE,F,1983-08-06,39,healthy,"Conakry, Guinea",Conakry,Guinea,N,Y,Never,169.0,65.7,-2,0,0,4.0,7.0,4.0,0,-2,0,0.0,3.0,0.0
hv2974Qn,F,1997-08-07,25,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,N,Y,A couple of times per week,169.0,60.0,-2,0,0,0.0,2.0,-1.0,0,-2,0,-4.0,-2.0,-5.0
FR2158zX,F,1983-07-14,39,healthy,"Brisbane, Australia",Brisbane,Australia,Y,N,Every other day,169.0,80.0,-2,0,0,34.0,37.0,35.0,1,0,1,34.0,37.0,35.0
Ms4790OC,F,2004-12-25,17,healthy,"Mogadishu, Somalia",Mogadishu,Somalia,N,N,Never,175.0,73.5,-2,0,0,21.0,25.0,22.0,0,0,0,19.0,23.0,20.0
zk0333yZ,F,1985-09-19,36,healthy,"Dublin, Ireland",Dublin,Ireland,N,Y,A couple of times per week,177.0,62.7,-2,0,0,4.0,8.0,7.0,0,-2,0,0.0,4.0,3.0
FK6262vo,F,1998-09-02,23,healthy,"Potosi, Bolivia",Potosi,Bolivia,N,N,Every other day,169.0,54.3,-2,0,0,-2.0,-1.0,-3.0,0,0,1,-3.0,-2.0,-4.0
AI3574Hi,F,1999-10-02,22,underweight,"Algiers, Algeria",Algiers,Algeria,N,Y,A couple of times per week,175.0,55.1,-2,0,-1,15.0,19.0,18.0,0,-2,0,10.0,14.0,13.0
As8254Ni,F,1984-02-21,38,healthy,"Bariloche, Argentina",Bariloche,Argentina,N,Y,A couple of times per week,170.0,80.9,-2,0,0,14.0,17.0,16.0,0,-2,0,10.0,13.0,12.0
ai9470jA,F,1995-04-02,27,healthy,"Nairobi, Kenya",Nairobi,Kenya,N,N,Every day,169.0,65.7,-2,0,0,15.0,17.0,16.0,0,0,1,14.0,16.0,15.0
jp0951Da,F,1984-07-10,38,healthy,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,Y,N,Every day,177.0,112.8,-2,0,0,15.0,19.0,17.0,1,0,1,15.0,19.0,17.0
SP7411bR,F,2005-07-21,17,healthy,"Ahmedabad, India",Ahmedabad,India,N,Y,Every day,169.0,65.7,-2,0,0,25.0,28.0,26.0,0,-2,1,22.0,25.0,23.0
gW7807Ra,F,1998-03-27,24,healthy,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,N,N,A couple of times per week,172.0,65.1,-2,0,0,15.0,17.0,14.0,0,0,0,13.0,15.0,12.0
nC7029hC,F,2005-06-13,17,healthy,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,N,N,Once per week,167.0,69.7,-2,0,0,27.0,28.0,25.0,0,0,0,25.0,26.0,23.0
WP1398QJ,F,1998-04-10,24,healthy,"Abidjan, Ivory Coast",Abidjan,Ivory Coast,N,N,A couple of times per week,171.0,58.5,-2,0,0,33.0,34.0,31.0,0,0,0,31.0,32.0,29.0
NF2831Rq,F,1992-08-16,29,healthy,"Bogota, Colombia",Bogota,Colombia,N,Y,A couple of times per week,164.0,59.2,-2,0,0,35.0,37.0,35.0,0,-2,0,31.0,33.0,31.0
Jg6041nE,F,1997-06-18,25,healthy,"Chattogram, Bangladesh",Chattogram,Bangladesh,Y,N,Every other day,171.0,87.7,-2,0,0,30.0,34.0,31.0,1,0,1,30.0,34.0,31.0
Bm6482Mk,F,1985-09-17,36,healthy,"Luanda, Angola",Luanda,Angola,Y,Y,A couple of times per week,175.0,58.2,-2,0,0,20.0,24.0,23.0,1,-2,0,17.0,21.0,20.0
cs1129ur,F,1984-09-26,37,healthy,"Shenzhen, China",Shenzhen,China,N,Y,A couple of times per week,171.0,58.5,-2,0,0,29.0,32.0,29.0,0,-2,0,25.0,28.0,25.0
JA2257ig,F,2000-07-16,22,healthy,"Porto, Portugal",Porto,Portugal,N,N,A couple of times per week,175.0,58.2,-2,0,0,24.0,27.0,25.0,0,0,0,22.0,25.0,23.0
tH5716QL,F,1992-11-07,29,healthy,"Phnom Penh, Cambodia",Phnom Penh,Cambodia,Y,N,Every other day,170.0,92.5,-2,0,0,2.0,3.0,0.0,1,0,1,2.0,3.0,0.0
jX2182iy,F,1995-09-25,26,healthy,"Ahmedabad, India",Ahmedabad,India,N,Y,Every other day,174.0,57.5,-2,0,0,33.0,37.0,35.0,0,-2,1,30.0,34.0,32.0
Zr7901Yb,F,2000-02-20,22,healthy,"Las Vegas, United States",Las Vegas,United States,N,N,A couple of times per week,175.0,67.4,-2,0,0,7.0,11.0,9.0,0,0,0,5.0,9.0,7.0
ce8173KJ,F,1987-02-06,35,healthy,"Accra, Ghana",Accra,Ghana,Y,N,A couple of times per week,168.0,64.9,-2,0,0,17.0,21.0,18.0,1,0,0,16.0,20.0,17.0
wg8882Hu,F,1988-09-10,33,healthy,"Barcelona, Spain",Barcelona,Spain,N,N,A couple of times per week,164.0,56.5,-2,0,0,18.0,19.0,18.0,0,0,0,16.0,17.0,16.0
Sx1399Rx,F,2005-04-27,17,healthy,"Bamako, Mali",Bamako,Mali,N,N,A couple of times per week,168.0,62.1,-2,0,0,22.0,23.0,20.0,0,0,0,20.0,21.0,18.0
Hj6408jN,F,1996-07-06,26,healthy,"Istanbul, Turkey",Istanbul,Turkey,N,Y,Every other day,156.0,58.4,-2,0,0,-4.0,0.0,-1.0,0,-2,1,-7.0,-3.0,-4.0
Lw4052Ew,F,2002-10-16,19,healthy,"Barcelona, Spain",Barcelona,Spain,Y,N,A couple of times per week,173.0,56.9,-2,0,0,6.0,8.0,6.0,1,0,0,5.0,7.0,5.0
Om1338ZE,F,1984-05-16,38,healthy,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,Y,Y,Every other day,171.0,64.3,-2,0,0,23.0,27.0,25.0,1,-2,1,21.0,25.0,23.0
cI7397eB,F,2002-10-10,19,healthy,"Conakry, Guinea",Conakry,Guinea,N,Y,Every day,171.0,64.3,-2,0,0,-4.0,-1.0,-2.0,0,-2,1,-7.0,-4.0,-5.0
fb2197jl,F,1997-10-30,24,healthy,"Los Angeles, United States",Los Angeles,United States,N,N,Every other day,173.0,71.8,-2,0,0,21.0,23.0,20.0,0,0,1,20.0,22.0,19.0
fg6909Ms,F,1998-04-06,24,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,N,Y,Once per week,169.0,65.7,-2,0,0,8.0,11.0,10.0,0,-2,0,4.0,7.0,6.0
LO9887ee,F,1988-02-17,34,healthy,"Aleppo, Syria",Aleppo,Syria,Y,Y,A couple of times per week,154.0,59.3,-2,0,0,7.0,11.0,9.0,1,-2,0,4.0,8.0,6.0
PT6015ua,F,2004-01-30,18,healthy,"Tokyo, Japan",Tokyo,Japan,Y,N,1 or 2 times per month,164.0,53.8,-2,0,0,11.0,13.0,10.0,1,0,0,10.0,12.0,9.0
ds9521jq,F,1984-05-29,38,healthy,"Beirut, Lebanon",Beirut,Lebanon,Y,N,1 or 2 times per month,173.0,89.8,-2,0,0,6.0,8.0,7.0,1,0,0,5.0,7.0,6.0
Tx8817Wq,F,1986-07-17,36,healthy,"Warsaw, Poland",Warsaw,Poland,N,Y,A couple of times per week,167.0,61.4,-2,0,0,36.0,37.0,34.0,0,-2,0,32.0,33.0,30.0
ZI5820yf,F,1995-12-24,26,healthy,"Valparaiso, Chile",Valparaiso,Chile,N,N,A couple of times per week,174.0,72.7,-2,0,0,-3.0,-1.0,-3.0,0,0,0,-5.0,-3.0,-5.0
wS3744JC,F,1985-07-31,37,healthy,"Ahmedabad, India",Ahmedabad,India,N,N,A couple of times per week,168.0,87.5,-2,0,0,12.0,13.0,10.0,0,0,0,10.0,11.0,8.0
vv7142pH,F,1992-04-30,30,healthy,"Georgetown, Guyana",Georgetown,Guyana,N,N,A couple of times per week,162.0,52.5,-2,0,0,28.0,30.0,27.0,0,0,0,26.0,28.0,25.0
Tb2492Bl,F,1995-02-20,27,healthy,"Damascus, Syria",Damascus,Syria,N,N,A couple of times per week,167.0,64.1,-2,0,0,-5.0,-1.0,-4.0,0,0,0,-7.0,-3.0,-6.0
KT7831Oh,F,1989-10-09,32,healthy,"Bamako, Mali",Bamako,Mali,N,N,A couple of times per week,159.0,58.1,-2,0,0,22.0,23.0,21.0,0,0,0,20.0,21.0,19.0
sq4532fh,F,2001-07-22,21,underweight,"Cape Town, South Africa",Cape Town,South Africa,Y,Y,Once per week,157.0,39.4,-2,0,-1,22.0,26.0,23.0,1,-2,0,18.0,22.0,19.0
Jr6000fT,F,1997-06-09,25,healthy,"Warsaw, Poland",Warsaw,Poland,Y,N,Every other day,160.0,81.9,-2,0,0,3.0,4.0,1.0,1,0,1,3.0,4.0,1.0
Kl0357vI,F,1998-12-26,23,healthy,"Medellin, Colombia",Medellin,Colombia,N,N,A couple of times per week,173.0,56.9,-2,0,0,25.0,26.0,24.0,0,0,0,23.0,24.0,22.0
RI6157Hj,F,2004-01-05,18,healthy,"Osaka, Japan",Osaka,Japan,Y,Y,Every other day,177.0,97.1,-2,0,0,14.0,15.0,14.0,1,-2,1,12.0,13.0,12.0
gG3475Wr,F,1999-05-30,23,healthy,"Hyderabad, India",Hyderabad,India,Y,N,Every other day,170.0,57.8,-2,0,0,25.0,26.0,25.0,1,0,1,25.0,26.0,25.0
gj7546HW,F,1998-03-24,24,healthy,"Arequipa, Peru",Arequipa,Peru,Y,Y,Never,158.0,47.4,-2,0,0,15.0,17.0,14.0,1,-2,0,12.0,14.0,11.0
UO5326Rw,F,2001-05-15,21,healthy,"Cairo, Egypt",Cairo,Egypt,N,N,Every day,173.0,68.8,-2,0,0,14.0,16.0,14.0,0,0,1,13.0,15.0,13.0
Ek8163Qt,F,1990-02-05,32,healthy,"Douala, Cameroon",Douala,Cameroon,N,Y,Every day,159.0,48.0,-2,0,0,28.0,31.0,29.0,0,-2,1,25.0,28.0,26.0
CJ6759Fu,F,2004-05-15,18,healthy,"Abidjan, Ivory Coast",Abidjan,Ivory Coast,N,Y,Every day,172.0,76.9,-2,0,0,35.0,37.0,34.0,0,-2,1,32.0,34.0,31.0
Gk1039Gd,F,1987-11-05,34,healthy,"Rio de Janeiro, Brazil",Rio de Janeiro,Brazil,Y,Y,A couple of times per week,176.0,89.8,-2,0,0,21.0,24.0,23.0,1,-2,0,18.0,21.0,20.0
St3441rP,F,1986-12-21,35,healthy,"Surat, India",Surat,India,N,N,1 or 2 times per month,171.0,61.4,-2,0,0,19.0,21.0,20.0,0,0,0,17.0,19.0,18.0
WX6567rH,F,1995-10-14,26,underweight,"Athens, Greece",Athens,Greece,N,N,A couple of times per week,172.0,50.3,-2,0,-1,32.0,33.0,30.0,0,0,0,29.0,30.0,27.0
Tp0146Rv,F,1989-02-19,33,healthy,"Baghdad, Iraq",Baghdad,Iraq,N,Y,A couple of times per week,158.0,54.9,-2,0,0,-4.0,-1.0,-2.0,0,-2,0,-8.0,-5.0,-6.0
jy9081pm,F,1986-03-14,36,healthy,"San Francisco, United States",San Francisco,United States,N,N,Never,175.0,64.3,-2,0,0,-4.0,-1.0,-2.0,0,0,0,-6.0,-3.0,-4.0
fU0159lV,F,2001-02-06,21,healthy,"La Paz, Bolivia",La Paz,Bolivia,Y,N,Every day,171.0,67.3,-2,0,0,3.0,4.0,2.0,1,0,1,3.0,4.0,2.0
Ik3788cy,F,2003-10-25,18,healthy,"London, United Kingdom",London,United Kingdom,N,Y,Every day,167.0,75.3,-2,0,0,16.0,17.0,15.0,0,-2,1,13.0,14.0,12.0
bV4822ag,F,1991-08-08,31,healthy,"Brussels, Belgium",Brussels,Belgium,Y,Y,Every other day,164.0,61.9,-2,0,0,-4.0,-1.0,-2.0,1,-2,1,-6.0,-3.0,-4.0
th0627ux,F,1994-01-01,28,healthy,"Pretoria, South Africa",Pretoria,South Africa,N,Y,Never,166.0,60.6,-2,0,0,1.0,5.0,4.0,0,-2,0,-3.0,1.0,0.0
Mc1921pg,F,1990-05-21,32,healthy,"Orlando, United States",Orlando,United States,N,N,A couple of times per week,169.0,57.1,-2,0,0,31.0,34.0,31.0,0,0,0,29.0,32.0,29.0
GE5285jd,F,2005-10-25,16,healthy,"Berlin, Germany",Berlin,Germany,N,N,Never,174.0,72.7,-2,0,0,5.0,9.0,6.0,0,0,0,3.0,7.0,4.0
gQ6829BN,F,1997-09-27,24,underweight,"Lima, Peru",Lima,Peru,N,N,Never,177.0,50.1,-2,0,-1,8.0,11.0,9.0,0,0,0,5.0,8.0,6.0
sF1300Gs,F,1987-10-14,34,healthy,"Beirut, Lebanon",Beirut,Lebanon,N,N,Every other day,189.0,82.2,-2,0,0,4.0,8.0,6.0,0,0,1,3.0,7.0,5.0
HY4310ie,F,1994-10-14,27,healthy,"Bengaluru, India",Bengaluru,India,N,N,Once per week,157.0,61.6,-2,0,0,23.0,26.0,25.0,0,0,0,21.0,24.0,23.0
gt3912YY,F,1982-11-05,39,healthy,"Ankara, Turkey",Ankara,Turkey,N,N,A couple of times per week,173.0,77.8,-2,0,0,14.0,17.0,14.0,0,0,0,12.0,15.0,12.0
XQ8174oG,F,1985-05-03,37,healthy,"Accra, Ghana",Accra,Ghana,N,Y,1 or 2 times per month,174.0,60.6,-2,0,0,4.0,6.0,4.0,0,-2,0,0.0,2.0,0.0
Ds3041bQ,F,1997-11-20,24,healthy,"Ibadan, Nigeria",Ibadan,Nigeria,Y,Y,Every other day,158.0,57.4,-2,0,0,18.0,19.0,18.0,1,-2,1,16.0,17.0,16.0
tz8634ze,F,2001-08-30,20,healthy,"Salta, Argentina",Salta,Argentina,Y,N,A couple of times per week,170.0,60.7,-2,0,0,28.0,32.0,30.0,1,0,0,27.0,31.0,29.0
Zn4632yR,F,1998-01-16,24,healthy,"Dhaka, Bangladesh",Dhaka,Bangladesh,Y,Y,A couple of times per week,172.0,56.2,-2,0,0,17.0,19.0,18.0,1,-2,0,14.0,16.0,15.0
GN4897ox,F,2005-07-30,17,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,N,N,A couple of times per week,155.0,69.7,-2,0,0,23.0,25.0,23.0,0,0,0,21.0,23.0,21.0
Ql3968Ov,F,1984-09-23,37,healthy,"Quito, Ecuador",Quito,Ecuador,N,Y,Once per week,167.0,53.0,-2,0,0,14.0,15.0,13.0,0,-2,0,10.0,11.0,9.0
Dr8864sE,F,1985-09-02,36,healthy,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,N,N,A couple of times per week,165.0,59.9,-2,0,0,7.0,9.0,6.0,0,0,0,5.0,7.0,4.0
ET3805VO,F,2006-02-05,16,healthy,"Yangon, Myanmar",Yangon,Myanmar,N,N,Once per week,164.0,51.1,-2,0,0,3.0,5.0,3.0,0,0,0,1.0,3.0,1.0
TY4264Xq,F,1992-07-06,30,healthy,"Accra, Ghana",Accra,Ghana,N,N,Once per week,174.0,69.6,-2,0,0,19.0,22.0,19.0,0,0,0,17.0,20.0,17.0
fk3442rc,F,2003-09-08,18,healthy,"Madrid, Spain",Madrid,Spain,Y,N,1 or 2 times per month,151.0,47.9,-2,0,0,0.0,1.0,-2.0,1,0,0,-1.0,0.0,-3.0
AA2511CM,F,1998-02-21,24,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,Y,N,Never,175.0,58.2,-2,0,0,1.0,4.0,2.0,1,0,0,0.0,3.0,1.0
we6495jP,F,2002-11-11,19,healthy,"Punta Arenas, Chile",Punta Arenas,Chile,Y,Y,A couple of times per week,173.0,59.9,-2,0,0,14.0,18.0,16.0,1,-2,0,11.0,15.0,13.0
vK5785Ec,F,1982-08-27,39,healthy,"Cuenca, Ecuador",Cuenca,Ecuador,N,N,Once per week,170.0,63.6,-2,0,0,-1.0,2.0,1.0,0,0,0,-3.0,0.0,-1.0
eP8850pV,F,2006-10-25,15,healthy,"Honolulu, United States",Honolulu,United States,Y,N,Once per week,176.0,86.7,-2,0,0,-1.0,1.0,0.0,1,0,0,-2.0,0.0,-1.0
FW3049Xy,F,1984-05-22,38,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,Y,N,A couple of times per week,173.0,59.9,-2,0,0,26.0,27.0,25.0,1,0,0,25.0,26.0,24.0
IM4574hz,F,2003-02-22,19,healthy,"Mexico City, Mexico",Mexico City,Mexico,Y,Y,Once per week,173.0,65.8,-2,0,0,30.0,34.0,33.0,1,-2,0,27.0,31.0,30.0
Lr4109Pp,F,1995-04-17,27,healthy,"Surat, India",Surat,India,Y,N,Once per week,164.0,83.4,-2,0,0,26.0,27.0,24.0,1,0,0,25.0,26.0,23.0
QP3385AB,F,2004-09-04,17,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,N,N,A couple of times per week,164.0,51.1,-2,0,0,32.0,35.0,33.0,0,0,0,30.0,33.0,31.0
Ub4403HE,F,1982-09-15,39,healthy,"Quito, Ecuador",Quito,Ecuador,N,Y,1 or 2 times per month,168.0,53.6,-2,0,0,21.0,23.0,20.0,0,-2,0,17.0,19.0,16.0
ai5390Px,F,1990-12-24,31,healthy,"Cape Town, South Africa",Cape Town,South Africa,N,Y,A couple of times per week,173.0,56.9,-2,0,0,-2.0,-1.0,-4.0,0,-2,0,-6.0,-5.0,-8.0
Uy7780Kw,F,1986-03-09,36,healthy,"Quito, Ecuador",Quito,Ecuador,N,N,Every day,166.0,60.6,-2,0,0,29.0,31.0,29.0,0,0,1,28.0,30.0,28.0
To8914NW,F,2006-03-31,16,healthy,"Bamako, Mali",Bamako,Mali,N,Y,Every day,172.0,56.2,-2,0,0,28.0,32.0,30.0,0,-2,1,25.0,29.0,27.0
Ui5335Re,F,1998-08-21,23,healthy,"Taipei, Taiwan",Taipei,Taiwan,Y,N,Every day,166.0,66.1,-2,0,0,-1.0,0.0,-1.0,1,0,1,-1.0,0.0,-1.0
nr2246tH,F,2001-04-08,21,healthy,"Montevideo, Uruguay",Montevideo,Uruguay,N,N,1 or 2 times per month,184.0,81.3,-2,0,0,7.0,11.0,8.0,0,0,0,5.0,9.0,6.0
Qq2781ir,F,1998-06-25,24,healthy,"Auckland, New Zealand",Auckland,New Zealand,N,Y,A couple of times per week,161.0,54.4,-2,0,0,8.0,12.0,10.0,0,-2,0,4.0,8.0,6.0
Al9783nC,F,2004-12-25,17,healthy,"Athens, Greece",Athens,Greece,Y,Y,A couple of times per week,175.0,70.4,-2,0,0,18.0,20.0,17.0,1,-2,0,15.0,17.0,14.0
VA9218fi,F,1993-04-05,29,healthy,"New York City, United States",New York City,United States,N,Y,A couple of times per week,170.0,78.0,-2,0,0,21.0,23.0,21.0,0,-2,0,17.0,19.0,17.0
FS4260Bb,F,2003-04-02,19,healthy,"Tehran, Iran",Tehran,Iran,Y,N,A couple of times per week,163.0,63.8,-2,0,0,-3.0,0.0,-1.0,1,0,0,-4.0,-1.0,-2.0
hW0327cQ,F,1997-08-11,24,healthy,"Baghdad, Iraq",Baghdad,Iraq,N,Y,Every other day,175.0,70.4,-2,0,0,12.0,16.0,15.0,0,-2,1,9.0,13.0,12.0
dF9009aV,F,1999-07-11,23,healthy,"Lisbon, Portugal",Lisbon,Portugal,N,Y,Once per week,168.0,64.9,-2,0,0,13.0,15.0,13.0,0,-2,0,9.0,11.0,9.0
Vg6884lG,F,1998-12-24,23,healthy,"Seoul, South Korea",Seoul,South Korea,Y,N,Every day,173.0,80.8,-2,0,0,11.0,15.0,14.0,1,0,1,11.0,15.0,14.0
Nm1007li,F,1995-08-09,27,underweight,"Nairobi, Kenya",Nairobi,Kenya,N,N,Never,167.0,41.8,-2,0,-1,10.0,13.0,10.0,0,0,0,7.0,10.0,7.0
eC6476Fj,F,1986-10-08,35,healthy,"Los Angeles, United States",Los Angeles,United States,N,Y,Every day,167.0,53.0,-2,0,0,18.0,20.0,17.0,0,-2,1,15.0,17.0,14.0
uB0967Cq,F,2002-01-29,20,healthy,"Algiers, Algeria",Algiers,Algeria,N,Y,A couple of times per week,158.0,54.9,-2,0,0,31.0,33.0,31.0,0,-2,0,27.0,29.0,27.0
rI4053kl,F,2005-08-12,16,healthy,"Giza, Egypt",Giza,Egypt,N,Y,Once per week,169.0,62.8,-2,0,0,-4.0,-1.0,-4.0,0,-2,0,-8.0,-5.0,-8.0
Pd3169ez,F,2003-01-07,19,healthy,"Saint Petersburg, Russia",Saint Petersburg,Russia,N,Y,A couple of times per week,168.0,53.6,-2,0,0,18.0,20.0,18.0,0,-2,0,14.0,16.0,14.0
yi8884cP,F,2001-06-16,21,healthy,"Surat, India",Surat,India,N,N,A couple of times per week,170.0,54.9,-2,0,0,7.0,8.0,7.0,0,0,0,5.0,6.0,5.0
KW3822tA,F,2003-01-08,19,healthy,"Bamako, Mali",Bamako,Mali,N,Y,A couple of times per week,176.0,77.4,-2,0,0,-4.0,-1.0,-4.0,0,-2,0,-8.0,-5.0,-8.0
SA4721bL,F,1983-02-01,39,healthy,"Potosi, Bolivia",Potosi,Bolivia,Y,N,Every day,168.0,56.4,-2,0,0,32.0,35.0,33.0,1,0,1,32.0,35.0,33.0
MJ7958iw,F,1993-04-10,29,healthy,"Melbourne, Australia",Melbourne,Australia,Y,Y,A couple of times per week,170.0,57.8,-2,0,0,18.0,19.0,16.0,1,-2,0,15.0,16.0,13.0
yK1604pu,F,2003-05-24,19,underweight,"Toronto, Canada",Toronto,Canada,N,N,A couple of times per week,165.0,43.6,-2,0,-1,27.0,29.0,27.0,0,0,0,24.0,26.0,24.0
EA7954Wx,F,2000-08-24,21,underweight,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,N,Y,Every other day,174.0,54.5,-2,0,-1,3.0,5.0,2.0,0,-2,1,-1.0,1.0,-2.0
nd8840aY,F,1997-01-13,25,healthy,"Milan, Italy",Milan,Italy,N,Y,Every other day,174.0,72.7,-2,0,0,10.0,11.0,9.0,0,-2,1,7.0,8.0,6.0
lB8519uJ,F,1984-03-06,38,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,N,N,A couple of times per week,161.0,64.8,-2,0,0,5.0,8.0,7.0,0,0,0,3.0,6.0,5.0
Nr5051mr,F,1995-09-21,26,underweight,"Punta Arenas, Chile",Punta Arenas,Chile,N,Y,A couple of times per week,172.0,47.3,-2,0,-1,0.0,4.0,1.0,0,-2,0,-5.0,-1.0,-4.0
eW6255NL,F,2000-09-09,21,healthy,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,N,Y,Every other day,176.0,58.9,-2,0,0,-2.0,0.0,-1.0,0,-2,1,-5.0,-3.0,-4.0
Cb3159Cz,F,2002-01-24,20,healthy,"Mar del Plata, Argentina",Mar del Plata,Argentina,N,Y,A couple of times per week,173.0,65.8,-2,0,0,-4.0,0.0,-3.0,0,-2,0,-8.0,-4.0,-7.0
hz7502rH,F,1996-04-25,26,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,N,1 or 2 times per month,172.0,59.2,-2,0,0,1.0,3.0,2.0,0,0,0,-1.0,1.0,0.0
jw8548mA,F,2006-06-05,16,healthy,"Vienna, Austria",Vienna,Austria,N,Y,Every day,170.0,60.7,-2,0,0,29.0,30.0,27.0,0,-2,1,26.0,27.0,24.0
mm9537MC,F,1995-01-30,27,healthy,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia,N,N,A couple of times per week,174.0,78.7,-2,0,0,22.0,23.0,21.0,0,0,0,20.0,21.0,19.0
te2324mr,F,2001-08-01,21,healthy,"Karachi, Pakistan",Karachi,Pakistan,Y,N,A couple of times per week,175.0,70.4,-2,0,0,24.0,26.0,25.0,1,0,0,23.0,25.0,24.0
pP0539IQ,F,1988-12-23,33,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,N,Y,1 or 2 times per month,165.0,81.7,-2,0,0,-1.0,3.0,1.0,0,-2,0,-5.0,-1.0,-3.0
iK3924UW,F,2005-02-10,17,healthy,"Bangkok, Thailand",Bangkok,Thailand,N,N,A couple of times per week,157.0,54.2,-2,0,0,12.0,15.0,12.0,0,0,0,10.0,13.0,10.0
pV3898ko,F,2000-06-28,22,healthy,"Warsaw, Poland",Warsaw,Poland,N,N,A couple of times per week,175.0,67.4,-2,0,0,34.0,35.0,34.0,0,0,0,32.0,33.0,32.0
xE4672rS,F,1983-03-14,39,healthy,"Ibadan, Nigeria",Ibadan,Nigeria,N,Y,Every other day,169.0,71.4,-2,0,0,-4.0,-1.0,-3.0,0,-2,1,-7.0,-4.0,-6.0
DA9710ES,F,1989-08-21,32,healthy,"New York City, United States",New York City,United States,Y,Y,Every other day,169.0,60.0,-2,0,0,7.0,10.0,9.0,1,-2,1,5.0,8.0,7.0
xW0776Ob,F,2000-12-22,21,healthy,"Barcelona, Spain",Barcelona,Spain,Y,N,Every other day,177.0,59.5,-2,0,0,22.0,26.0,25.0,1,0,1,22.0,26.0,25.0
hs1686nk,F,1994-06-12,28,healthy,"Bangkok, Thailand",Bangkok,Thailand,N,N,Every other day,170.0,54.9,-2,0,0,10.0,12.0,9.0,0,0,1,9.0,11.0,8.0
ph1127uQ,F,1999-08-06,23,healthy,"London, United Kingdom",London,United Kingdom,N,Y,A couple of times per week,175.0,58.2,-2,0,0,10.0,13.0,11.0,0,-2,0,6.0,9.0,7.0
PS3278Sz,F,1995-10-28,26,healthy,"Hanoi, Vietnam",Hanoi,Vietnam,N,N,Once per week,175.0,73.5,-2,0,0,5.0,9.0,8.0,0,0,0,3.0,7.0,6.0
BW5674Jb,F,2001-07-18,21,healthy,"Canberra, Australia",Canberra,Australia,N,Y,Never,164.0,64.6,-2,0,0,31.0,33.0,31.0,0,-2,0,27.0,29.0,27.0
tJ7087IA,F,1987-08-26,34,healthy,"Cali, Colombia",Cali,Colombia,N,N,A couple of times per week,177.0,65.8,-2,0,0,3.0,6.0,3.0,0,0,0,1.0,4.0,1.0
RQ7612hE,F,1984-05-20,38,healthy,"Ushuaia, Argentina",Ushuaia,Argentina,Y,Y,Never,165.0,68.1,-2,0,0,16.0,17.0,14.0,1,-2,0,13.0,14.0,11.0
Sg0377bc,F,1986-04-13,36,healthy,"London, United Kingdom",London,United Kingdom,N,N,Never,155.0,57.7,-2,0,0,6.0,9.0,7.0,0,0,0,4.0,7.0,5.0
Vd6121qj,F,1997-11-14,24,healthy,"Vancouver, Canada",Vancouver,Canada,N,Y,Never,174.0,72.7,-2,0,0,9.0,10.0,7.0,0,-2,0,5.0,6.0,3.0
FN8475rO,F,1984-05-29,38,healthy,"Soweto, South Africa",Soweto,South Africa,N,Y,Every other day,180.0,97.2,-2,0,0,20.0,21.0,20.0,0,-2,1,17.0,18.0,17.0
tL8545zm,F,1987-01-05,35,healthy,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia,N,Y,A couple of times per week,170.0,66.5,-2,0,0,28.0,29.0,26.0,0,-2,0,24.0,25.0,22.0
