user,gender,dob,age,bmi,currentlocation,currentcity,currentcountry,sweats,coldhf,exercise,genscore,height_cm,weight_kg,agescore,bmiscore,sweatscore,coldhfscore,exercisescore,dob.1,height_cm.1,weight_kg.1
Lm2706qD,F,1990-12-01,31,healthy,"Ahmedabad, India",Ahmedabad,India,N,Y,Never,-2,166.0,63.4,0,0,0,-2,0,1990-12-01,166.0,63.4
uS4843lu,F,1992-11-05,29,healthy,"Manila, Philippines",Manila,Philippines,N,N,A couple of times per week,-2,160.0,53.8,0,0,0,0,0,1992-11-05,160.0,53.8
Vn5199At,F,1984-05-17,38,healthy,"Mogadishu, Somalia",Mogadishu,Somalia,N,Y,1 or 2 times per month,-2,169.0,85.7,0,0,0,-2,0,1984-05-17,169.0,85.7
IM5307QW,F,1992-05-27,30,healthy,"Bogota, Colombia",Bogota,Colombia,Y,Y,A couple of times per week,-2,160.0,58.9,0,0,1,-2,0,1992-05-27,160.0,58.9
Zx4561Ez,F,1987-12-07,34,healthy,"Benin City, Nigeria",Benin City,Nigeria,Y,N,Never,-2,169.0,65.7,0,0,1,0,0,1987-12-07,169.0,65.7
qU4548XP,F,2001-03-07,21,underweight,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,Once per week,-2,174.0,51.5,0,-1,0,-2,0,2001-03-07,174.0,51.5
SZ1846yx,F,1984-01-25,38,healthy,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,N,Y,A couple of times per week,-2,162.0,60.4,0,0,0,-2,0,1984-01-25,162.0,60.4
Oi8939jn,F,1996-06-18,26,healthy,"Karachi, Pakistan",Karachi,Pakistan,N,N,Every other day,-2,171.0,70.2,0,0,0,0,1,1996-06-18,171.0,70.2
Dm1954Ku,F,1997-11-21,24,healthy,"Taipei, Taiwan",Taipei,Taiwan,N,Y,A couple of times per week,-2,167.0,69.7,0,0,0,-2,0,1997-11-21,167.0,69.7
uV3566fr,F,1997-06-09,25,healthy,"Rabat, Morocco",Rabat,Morocco,N,Y,Once per week,-2,169.0,57.1,0,0,0,-2,0,1997-06-09,169.0,57.1
kf3429Kz,F,1991-10-11,30,healthy,"Vienna, Austria",Vienna,Austria,Y,Y,Once per week,-2,175.0,61.2,0,0,1,-2,0,1991-10-11,175.0,61.2
ZS8504Tj,F,1982-08-15,39,healthy,"Florence, Italy",Florence,Italy,Y,N,A couple of times per week,-2,159.0,50.6,0,0,1,0,0,1982-08-15,159.0,50.6
iN8477AW,F,1987-09-30,34,healthy,"Nice, France",Nice,France,N,N,1 or 2 times per month,-2,175.0,67.4,0,0,0,0,0,1987-09-30,175.0,67.4
Oz4312ra,F,1990-11-24,31,healthy,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,N,N,Every day,-2,167.0,53.0,0,0,0,0,1,1990-11-24,167.0,53.0
lp6128HR,F,2003-05-02,19,healthy,"Singapore, Singapore",Singapore,Singapore,N,Y,Once per week,-2,173.0,101.8,0,0,0,-2,0,2003-05-02,173.0,101.8
Jm6382kV,F,1998-09-18,23,healthy,"Beijing, China",Beijing,China,Y,N,Once per week,-2,176.0,71.2,0,0,1,0,0,1998-09-18,176.0,71.2
YO8305cQ,F,2002-08-06,20,healthy,"Guayaquil, Ecuador",Guayaquil,Ecuador,Y,N,Every day,-2,164.0,53.8,0,0,1,0,1,2002-08-06,164.0,53.8
Ih2949Bg,F,1994-05-27,28,healthy,"Lagos, Nigeria",Lagos,Nigeria,Y,Y,Once per week,-2,165.0,62.6,0,0,1,-2,0,1994-05-27,165.0,62.6
Xe6198fc,F,1988-08-25,33,healthy,"Bengaluru, India",Bengaluru,India,Y,N,A couple of times per week,-2,166.0,55.1,0,0,1,0,0,1988-08-25,166.0,55.1
EG7720jP,F,2003-04-30,19,healthy,"Pretoria, South Africa",Pretoria,South Africa,N,N,A couple of times per week,-2,167.0,64.1,0,0,0,0,0,2003-04-30,167.0,64.1
kt1831Or,F,1983-03-08,39,healthy,"Munich, Germany",Munich,Germany,N,N,Every other day,-2,167.0,58.6,0,0,0,0,1,1983-03-08,167.0,58.6
tY0753iR,F,2006-07-21,16,healthy,"Christchurch, New Zealand",Christchurch,New Zealand,N,Y,A couple of times per week,-2,172.0,71.0,0,0,0,-2,0,2006-07-21,172.0,71.0
tK1321sc,F,1991-11-17,30,healthy,"Stockholm, Sweden",Stockholm,Sweden,N,N,1 or 2 times per month,-2,173.0,56.9,0,0,0,0,0,1991-11-17,173.0,56.9
LB2878LS,F,1996-10-05,25,healthy,"Vienna, Austria",Vienna,Austria,N,Y,Never,-2,170.0,66.5,0,0,0,-2,0,1996-10-05,170.0,66.5
vX0523Av,F,1988-10-27,33,healthy,"Milan, Italy",Milan,Italy,N,Y,A couple of times per week,-2,173.0,83.8,0,0,0,-2,0,1988-10-27,173.0,83.8
NX9826pQ,F,2002-07-18,20,healthy,"Athens, Greece",Athens,Greece,N,N,Once per week,-2,166.0,57.9,0,0,0,0,0,2002-07-18,166.0,57.9
Eb3019MJ,F,1999-04-30,23,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,N,N,Every other day,-2,171.0,76.0,0,0,0,0,1,1999-04-30,171.0,76.0
Qm1280Tq,F,1987-07-22,35,healthy,"Baghdad, Iraq",Baghdad,Iraq,Y,N,Every other day,-2,168.0,59.3,0,0,1,0,1,1987-07-22,168.0,59.3
Ni7280LE,F,1998-12-24,23,healthy,"Beijing, China",Beijing,China,Y,Y,A couple of times per week,-2,165.0,51.7,0,0,1,-2,0,1998-12-24,165.0,51.7
HQ0326MC,F,1991-01-17,31,healthy,"Cape Town, South Africa",Cape Town,South Africa,Y,Y,A couple of times per week,-2,173.0,56.9,0,0,1,-2,0,1991-01-17,173.0,56.9
lP4481KJ,F,1992-09-20,29,healthy,"Florence, Italy",Florence,Italy,Y,N,A couple of times per week,-2,169.0,54.3,0,0,1,0,0,1992-09-20,169.0,54.3
xu0491bh,F,1991-07-23,31,healthy,"Saint Petersburg, Russia",Saint Petersburg,Russia,N,Y,A couple of times per week,-2,165.0,57.2,0,0,0,-2,0,1991-07-23,165.0,57.2
Bi1068ss,F,1983-04-22,39,healthy,"Budapest, Hungary",Budapest,Hungary,Y,N,A couple of times per week,-2,169.0,65.7,0,0,1,0,0,1983-04-22,169.0,65.7
Ju2343Bs,F,2004-05-03,18,healthy,"Kampala, Uganda",Kampala,Uganda,N,Y,A couple of times per week,-2,175.0,61.2,0,0,0,-2,0,2004-05-03,175.0,61.2
AV9284WO,F,2005-05-11,17,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,A couple of times per week,-2,173.0,65.8,0,0,0,-2,0,2005-05-11,173.0,65.8
sR2071SK,F,1987-03-01,35,healthy,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,N,Y,Every other day,-2,187.0,80.4,0,0,0,-2,1,1987-03-01,187.0,80.4
DU8389LP,F,1995-10-20,26,healthy,"Kano, Nigeria",Kano,Nigeria,N,N,A couple of times per week,-2,180.0,90.7,0,0,0,0,0,1995-10-20,180.0,90.7
CR0756Vq,F,2006-03-14,16,healthy,"Bamako, Mali",Bamako,Mali,N,Y,Every day,-2,175.0,73.5,0,0,0,-2,1,2006-03-14,175.0,73.5
yq4455Sw,F,1983-07-29,39,healthy,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,N,N,1 or 2 times per month,-2,171.0,61.4,0,0,0,0,0,1983-07-29,171.0,61.4
yX0452hz,F,1985-03-30,37,healthy,"Abidjan, Ivory Coast",Abidjan,Ivory Coast,Y,Y,Never,-2,177.0,90.9,0,0,1,-2,0,1985-03-30,177.0,90.9
rK0121Mm,F,2006-03-07,16,healthy,"Kyoto, Japan",Kyoto,Japan,N,N,A couple of times per week,-2,169.0,68.5,0,0,0,0,0,2006-03-07,169.0,68.5
Od2960xQ,F,1990-11-27,31,healthy,"Damascus, Syria",Damascus,Syria,N,Y,A couple of times per week,-2,170.0,66.5,0,0,0,-2,0,1990-11-27,170.0,66.5
YN7028tO,F,1987-12-02,34,underweight,"Saint Petersburg, Russia",Saint Petersburg,Russia,N,N,A couple of times per week,-2,165.0,43.6,0,-1,0,0,0,1987-12-02,165.0,43.6
df2549jg,F,1991-04-08,31,healthy,"Nairobi, Kenya",Nairobi,Kenya,Y,N,A couple of times per week,-2,187.0,87.4,0,0,1,0,0,1991-04-08,187.0,87.4
DQ0180rl,F,2003-10-03,18,healthy,"Cusco, Peru",Cusco,Peru,N,Y,A couple of times per week,-2,169.0,62.8,0,0,0,-2,0,2003-10-03,169.0,62.8
XY9530PY,F,2001-11-28,20,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,Y,Never,-2,171.0,79.0,0,0,0,-2,0,2001-11-28,171.0,79.0
PO7245yE,F,1984-09-23,37,healthy,"Montevideo, Uruguay",Montevideo,Uruguay,N,N,Every other day,-2,156.0,56.0,0,0,0,0,1,1984-09-23,156.0,56.0
Ah8219mY,F,1986-01-12,36,underweight,"Darwin, Australia",Darwin,Australia,Y,Y,A couple of times per week,-2,175.0,49.0,0,-1,1,-2,0,1986-01-12,175.0,49.0
dh1420pz,F,2000-09-27,21,healthy,"Heraklion, Greece",Heraklion,Greece,Y,N,A couple of times per week,-2,169.0,74.3,0,0,1,0,0,2000-09-27,169.0,74.3
Jd3407XX,F,1989-06-14,33,healthy,"Montevideo, Uruguay",Montevideo,Uruguay,Y,Y,A couple of times per week,-2,162.0,63.0,0,0,1,-2,0,1989-06-14,162.0,63.0
uQ0319Eg,F,1986-09-15,35,healthy,"Rhodes, Greece",Rhodes,Greece,N,N,A couple of times per week,-2,167.0,66.9,0,0,0,0,0,1986-09-15,167.0,66.9
ay7220yp,F,1986-09-12,35,healthy,"Istanbul, Turkey",Istanbul,Turkey,Y,N,Never,-2,169.0,62.8,0,0,1,0,0,1986-09-12,169.0,62.8
YL0022jV,F,1986-11-15,35,healthy,"Bamako, Mali",Bamako,Mali,N,Y,A couple of times per week,-2,174.0,63.6,0,0,0,-2,0,1986-11-15,174.0,63.6
MB8293NQ,F,2002-08-24,19,healthy,"Bangkok, Thailand",Bangkok,Thailand,N,Y,Never,-2,168.0,64.9,0,0,0,-2,0,2002-08-24,168.0,64.9
ig4248AD,F,1989-06-24,33,healthy,"Georgetown, Guyana",Georgetown,Guyana,N,N,Every other day,-2,168.0,76.2,0,0,0,0,1,1989-06-24,168.0,76.2
Qd3084Uc,F,1994-04-24,28,healthy,"Warsaw, Poland",Warsaw,Poland,Y,Y,Never,-2,176.0,68.1,0,0,1,-2,0,1994-04-24,176.0,68.1
KH6436FZ,F,1992-04-18,30,healthy,"Kolkata, India",Kolkata,India,Y,Y,A couple of times per week,-2,165.0,54.4,0,0,1,-2,0,1992-04-18,165.0,54.4
ae9261yi,F,1992-09-08,29,healthy,"Kyoto, Japan",Kyoto,Japan,Y,N,A couple of times per week,-2,169.0,62.8,0,0,1,0,0,1992-09-08,169.0,62.8
MQ8509dV,F,1994-07-25,28,healthy,"Milan, Italy",Milan,Italy,N,Y,Every other day,-2,173.0,71.8,0,0,0,-2,1,1994-07-25,173.0,71.8
ZQ8060RE,F,2003-01-12,19,healthy,"Chennai, India",Chennai,India,N,N,Never,-2,175.0,64.3,0,0,0,0,0,2003-01-12,175.0,64.3
dW3098iU,F,2004-01-08,18,healthy,"Busan, South Korea",Busan,South Korea,N,N,A couple of times per week,-2,169.0,68.5,0,0,0,0,0,2004-01-08,169.0,68.5
WN7265tc,F,2003-11-15,18,healthy,"Melbourne, Australia",Melbourne,Australia,Y,N,Never,-2,171.0,67.3,0,0,1,0,0,2003-11-15,171.0,67.3
lT0746da,F,1998-02-20,24,healthy,"Honolulu, United States",Honolulu,United States,Y,Y,Every other day,-2,168.0,76.2,0,0,1,-2,1,1998-02-20,168.0,76.2
em6258Pr,F,2002-04-07,20,underweight,"Dakar, Senegal",Dakar,Senegal,Y,Y,1 or 2 times per month,-2,171.0,46.8,0,-1,1,-2,0,2002-04-07,171.0,46.8
nF1688Ff,F,2005-05-27,17,healthy,"Baghdad, Iraq",Baghdad,Iraq,Y,N,A couple of times per week,-2,169.0,68.5,0,0,1,0,0,2005-05-27,169.0,68.5
tc6818xZ,F,2002-05-10,20,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,N,N,Once per week,-2,176.0,74.3,0,0,0,0,0,2002-05-10,176.0,74.3
QE9254md,F,2003-02-07,19,healthy,"Kaduna, Nigeria",Kaduna,Nigeria,Y,N,A couple of times per week,-2,180.0,77.8,0,0,1,0,0,2003-02-07,180.0,77.8
Pn0311DB,F,2006-04-04,16,healthy,"Salta, Argentina",Salta,Argentina,Y,N,Never,-2,166.0,74.4,0,0,1,0,0,2006-04-04,166.0,74.4
HR7612pL,F,1990-10-19,31,healthy,"Tokyo, Japan",Tokyo,Japan,N,N,A couple of times per week,-2,168.0,62.1,0,0,0,0,0,1990-10-19,168.0,62.1
iQ7110FN,F,1985-01-27,37,healthy,"Buenos Aires, Argentina",Buenos Aires,Argentina,N,Y,Every other day,-2,175.0,64.3,0,0,0,-2,1,1985-01-27,175.0,64.3
KO5301Wm,F,2000-05-23,22,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,N,A couple of times per week,-2,171.0,55.6,0,0,0,0,0,2000-05-23,171.0,55.6
jI0845Qy,F,1991-07-16,31,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,Y,N,Every other day,-2,171.0,70.2,0,0,1,0,1,1991-07-16,171.0,70.2
Vs3460ZT,F,1983-02-23,39,healthy,"Frankfurt, Germany",Frankfurt,Germany,N,Y,1 or 2 times per month,-2,165.0,65.3,0,0,0,-2,0,1983-02-23,165.0,65.3
XC8463gq,F,1984-10-17,37,healthy,"Alexandria, Egypt",Alexandria,Egypt,N,N,A couple of times per week,-2,173.0,59.9,0,0,0,0,0,1984-10-17,173.0,59.9
BH3547sw,F,1992-08-25,29,healthy,"Abidjan, Ivory Coast",Abidjan,Ivory Coast,Y,Y,Every day,-2,173.0,71.8,0,0,1,-2,1,1992-08-25,173.0,71.8
NL4955bA,F,1998-10-07,23,healthy,"Rhodes, Greece",Rhodes,Greece,N,N,A couple of times per week,-2,173.0,59.9,0,0,0,0,0,1998-10-07,173.0,59.9
Uv4937OL,F,1996-03-30,26,healthy,"Cancun, Mexico",Cancun,Mexico,N,Y,A couple of times per week,-2,161.0,57.0,0,0,0,-2,0,1996-03-30,161.0,57.0
LI8722YA,F,1998-07-04,24,healthy,"Punta Arenas, Chile",Punta Arenas,Chile,N,N,1 or 2 times per month,-2,172.0,71.0,0,0,0,0,0,1998-07-04,172.0,71.0
aL5073fS,F,1985-08-07,37,healthy,"Ushuaia, Argentina",Ushuaia,Argentina,N,N,Every day,-2,172.0,56.2,0,0,0,0,1,1985-08-07,172.0,56.2
FB3044Kr,F,1986-03-14,36,healthy,"Accra, Ghana",Accra,Ghana,N,Y,A couple of times per week,-2,168.0,84.7,0,0,0,-2,0,1986-03-14,168.0,84.7
iJ1565SL,F,2005-05-12,17,healthy,"Surat, India",Surat,India,N,N,A couple of times per week,-2,175.0,64.3,0,0,0,0,0,2005-05-12,175.0,64.3
PQ5725in,F,2004-05-25,18,healthy,"Lahore, Pakistan",Lahore,Pakistan,Y,Y,A couple of times per week,-2,170.0,89.6,0,0,1,-2,0,2004-05-25,170.0,89.6
HN1516rA,F,1989-09-05,32,underweight,"Kinshasa, Republic of the Congo",Kinshasa,Republic of the Congo,N,N,Every other day,-2,159.0,40.4,0,-1,0,0,1,1989-09-05,159.0,40.4
iS4451dN,F,1988-01-09,34,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,Y,Y,1 or 2 times per month,-2,171.0,70.2,0,0,1,-2,0,1988-01-09,171.0,70.2
sB6756EE,F,1985-10-27,36,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,N,Every other day,-2,175.0,70.4,0,0,0,0,1,1985-10-27,175.0,70.4
Dd4265Wh,F,1989-08-04,33,healthy,"Accra, Ghana",Accra,Ghana,N,N,A couple of times per week,-2,171.0,64.3,0,0,0,0,0,1989-08-04,171.0,64.3
pC7969rL,F,1987-12-20,34,healthy,"Istanbul, Turkey",Istanbul,Turkey,Y,Y,A couple of times per week,-2,173.0,71.8,0,0,1,-2,0,1987-12-20,173.0,71.8
yD1237jd,F,1999-11-09,22,healthy,"Rome, Italy",Rome,Italy,N,Y,Once per week,-2,170.0,60.7,0,0,0,-2,0,1999-11-09,170.0,60.7
kI7000JC,F,1992-01-15,30,healthy,"Rhodes, Greece",Rhodes,Greece,N,N,Every day,-2,171.0,61.4,0,0,0,0,1,1992-01-15,171.0,61.4
im2279gb,F,1986-08-19,35,healthy,"Bangkok, Thailand",Bangkok,Thailand,Y,Y,1 or 2 times per month,-2,173.0,74.8,0,0,1,-2,0,1986-08-19,173.0,74.8
MC4453Nf,F,1993-08-14,28,healthy,"Damascus, Syria",Damascus,Syria,N,N,Every other day,-2,174.0,60.6,0,0,0,0,1,1993-08-14,174.0,60.6
Ds4596mm,F,1985-10-28,36,healthy,"Georgetown, Guyana",Georgetown,Guyana,N,Y,Every other day,-2,161.0,49.2,0,0,0,-2,1,1985-10-28,161.0,49.2
mc7640Su,F,2001-01-01,21,healthy,"Tehran, Iran",Tehran,Iran,Y,N,A couple of times per week,-2,170.0,63.6,0,0,1,0,0,2001-01-01,170.0,63.6
dj1129LW,F,1989-01-02,33,healthy,"Baghdad, Iraq",Baghdad,Iraq,N,Y,A couple of times per week,-2,171.0,61.4,0,0,0,-2,0,1989-01-02,171.0,61.4
bV8943VO,F,2000-08-24,21,healthy,"Nice, France",Nice,France,N,N,A couple of times per week,-2,165.0,59.9,0,0,0,0,0,2000-08-24,165.0,59.9
Rv4939HO,F,2000-10-02,21,healthy,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,Y,Y,A couple of times per week,-2,169.0,62.8,0,0,1,-2,0,2000-10-02,169.0,62.8
dP7954Bv,F,2001-03-03,21,healthy,"Athens, Greece",Athens,Greece,N,N,Once per week,-2,167.0,64.1,0,0,0,0,0,2001-03-03,167.0,64.1
wB9269xs,F,1984-03-30,38,healthy,"Mexico City, Mexico",Mexico City,Mexico,N,N,A couple of times per week,-2,150.0,45.0,0,0,0,0,0,1984-03-30,150.0,45.0
uK0200CH,F,1986-07-17,36,healthy,"Quito, Ecuador",Quito,Ecuador,N,Y,Once per week,-2,148.0,63.5,0,0,0,-2,0,1986-07-17,148.0,63.5
FY5000LM,F,1990-02-11,32,healthy,"Rio de Janeiro, Brazil",Rio de Janeiro,Brazil,Y,N,Every other day,-2,165.0,59.9,0,0,1,0,1,1990-02-11,165.0,59.9
TD9274xw,F,2005-07-20,17,healthy,"Auckland, New Zealand",Auckland,New Zealand,Y,N,A couple of times per week,-2,174.0,72.7,0,0,1,0,0,2005-07-20,174.0,72.7
Kz5845RU,F,1993-01-27,29,healthy,"Mexico City, Mexico",Mexico City,Mexico,N,Y,A couple of times per week,-2,166.0,52.4,0,0,0,-2,0,1993-01-27,166.0,52.4
KC5982OT,F,2003-04-28,19,healthy,"Brussels, Belgium",Brussels,Belgium,N,Y,Once per week,-2,169.0,65.7,0,0,0,-2,0,2003-04-28,169.0,65.7
AU9652HN,F,1998-01-20,24,healthy,"Mumbai, India",Mumbai,India,N,Y,Every other day,-2,161.0,64.8,0,0,0,-2,1,1998-01-20,161.0,64.8
AH1607GG,F,2003-09-02,18,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,N,A couple of times per week,-2,173.0,62.9,0,0,0,0,0,2003-09-02,173.0,62.9
Hc8094AO,F,1985-07-13,37,healthy,"Cairo, Egypt",Cairo,Egypt,N,Y,Once per week,-2,168.0,67.7,0,0,0,-2,0,1985-07-13,168.0,67.7
uP9322uO,F,1985-10-10,36,healthy,"Cuenca, Ecuador",Cuenca,Ecuador,N,N,Every other day,-2,174.0,81.7,0,0,0,0,1,1985-10-10,174.0,81.7
ZV5056aN,F,1996-07-28,26,healthy,"Dakar, Senegal",Dakar,Senegal,N,N,Never,-2,172.0,62.1,0,0,0,0,0,1996-07-28,172.0,62.1
lD1692sd,F,1984-07-29,38,healthy,"Ushuaia, Argentina",Ushuaia,Argentina,Y,Y,Never,-2,170.0,63.6,0,0,1,-2,0,1984-07-29,170.0,63.6
Ui0680Ws,F,2004-08-18,17,healthy,"Casablanca, Morocco",Casablanca,Morocco,N,N,A couple of times per week,-2,159.0,55.6,0,0,0,0,0,2004-08-18,159.0,55.6
xs2489mE,F,1999-02-10,23,healthy,"Dhaka, Bangladesh",Dhaka,Bangladesh,N,Y,A couple of times per week,-2,176.0,62.0,0,0,0,-2,0,1999-02-10,176.0,62.0
Rt2625hP,F,2005-10-26,16,healthy,"Yangon, Myanmar",Yangon,Myanmar,Y,N,Once per week,-2,175.0,88.8,0,0,1,0,0,2005-10-26,175.0,88.8
qo2879Vn,F,2002-03-24,20,healthy,"Algiers, Algeria",Algiers,Algeria,N,N,A couple of times per week,-2,165.0,51.7,0,0,0,0,0,2002-03-24,165.0,51.7
Ex9854kb,F,1985-07-20,37,underweight,"Conakry, Guinea",Conakry,Guinea,Y,N,A couple of times per week,-2,170.0,46.2,0,-1,1,0,0,1985-07-20,170.0,46.2
Ug5320VP,F,1988-03-26,34,underweight,"Bogota, Colombia",Bogota,Colombia,N,N,Every day,-2,169.0,48.6,0,-1,0,0,1,1988-03-26,169.0,48.6
OL4015DJ,F,1982-09-19,39,healthy,"Karachi, Pakistan",Karachi,Pakistan,N,Y,Every day,-2,160.0,58.9,0,0,0,-2,1,1982-09-19,160.0,58.9
xE4649sC,F,1995-05-24,27,healthy,"Beijing, China",Beijing,China,Y,Y,A couple of times per week,-2,173.0,80.8,0,0,1,-2,0,1995-05-24,173.0,80.8
xr3453gc,F,1996-09-27,25,healthy,"Porto, Portugal",Porto,Portugal,Y,Y,Never,-2,170.0,60.7,0,0,1,-2,0,1996-09-27,170.0,60.7
JS1122vf,F,2005-02-21,17,healthy,"Prague, Czech Republic",Prague,Czech Republic,Y,N,Never,-2,167.0,64.1,0,0,1,0,0,2005-02-21,167.0,64.1
yH6359bx,F,1998-03-16,24,healthy,"Buenos Aires, Argentina",Buenos Aires,Argentina,Y,N,Every day,-2,162.0,68.2,0,0,1,0,1,1998-03-16,162.0,68.2
qm7899NR,F,2002-06-25,20,healthy,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,Y,N,Never,-2,160.0,56.3,0,0,1,0,0,2002-06-25,160.0,56.3
Xz5282Sl,F,2005-10-24,16,healthy,"Milan, Italy",Milan,Italy,N,Y,Never,-2,183.0,80.4,0,0,0,-2,0,2005-10-24,183.0,80.4
kN1669Tk,F,1982-11-27,39,healthy,"London, United Kingdom",London,United Kingdom,N,Y,Every day,-2,171.0,70.2,0,0,0,-2,1,1982-11-27,171.0,70.2
ch4592cc,F,1995-01-23,27,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,Y,Y,Once per week,-2,166.0,60.6,0,0,1,-2,0,1995-01-23,166.0,60.6
cJ3285MT,F,1998-05-14,24,healthy,"Berlin, Germany",Berlin,Germany,N,N,A couple of times per week,-2,172.0,71.0,0,0,0,0,0,1998-05-14,172.0,71.0
KJ8407Ln,F,1995-07-01,27,healthy,"Seoul, South Korea",Seoul,South Korea,Y,N,A couple of times per week,-2,170.0,63.6,0,0,1,0,0,1995-07-01,170.0,63.6
zK0266gD,F,1985-07-25,37,healthy,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia,N,Y,1 or 2 times per month,-2,155.0,55.3,0,0,0,-2,0,1985-07-25,155.0,55.3
He3617CF,F,1998-12-06,23,healthy,"Chennai, India",Chennai,India,N,Y,A couple of times per week,-2,171.0,55.6,0,0,0,-2,0,1998-12-06,171.0,55.6
jn1500wx,F,2005-03-10,17,healthy,"Darwin, Australia",Darwin,Australia,Y,N,Once per week,-2,169.0,57.1,0,0,1,0,0,2005-03-10,169.0,57.1
tV9110nH,F,2003-06-17,19,healthy,"Shanghai, China",Shanghai,China,Y,Y,A couple of times per week,-2,171.0,99.4,0,0,1,-2,0,2003-06-17,171.0,99.4
bR1427Aa,F,1996-10-22,25,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,1 or 2 times per month,-2,175.0,67.4,0,0,0,-2,0,1996-10-22,175.0,67.4
Fs7565Zm,F,2002-10-16,19,healthy,"Ushuaia, Argentina",Ushuaia,Argentina,N,N,A couple of times per week,-2,166.0,55.1,0,0,0,0,0,2002-10-16,166.0,55.1
FX2814FL,F,1996-01-04,26,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,N,Y,Never,-2,171.0,58.5,0,0,0,-2,0,1996-01-04,171.0,58.5
AC9389hk,F,1994-08-10,28,healthy,"Sucre, Bolivia",Sucre,Bolivia,N,Y,A couple of times per week,-2,172.0,56.2,0,0,0,-2,0,1994-08-10,172.0,56.2
nR8342Bf,F,1992-09-02,29,healthy,"Seoul, South Korea",Seoul,South Korea,N,N,Once per week,-2,170.0,57.8,0,0,0,0,0,1992-09-02,170.0,57.8
dH5865sl,F,1987-04-28,35,healthy,"Accra, Ghana",Accra,Ghana,N,Y,Every other day,-2,171.0,70.2,0,0,0,-2,1,1987-04-28,171.0,70.2
Fy1246KL,F,1994-03-17,28,healthy,"Bangkok, Thailand",Bangkok,Thailand,N,Y,Every day,-2,158.0,59.9,0,0,0,-2,1,1994-03-17,158.0,59.9
JY5979Wx,F,2005-05-04,17,healthy,"Nice, France",Nice,France,N,N,1 or 2 times per month,-2,196.0,92.2,0,0,0,0,0,2005-05-04,196.0,92.2
nB4497fy,F,1983-06-10,39,healthy,"Harare, Zimbabwe",Harare,Zimbabwe,Y,Y,Once per week,-2,171.0,64.3,0,0,1,-2,0,1983-06-10,171.0,64.3
xm2602Rf,F,1994-11-23,27,healthy,"New York City, United States",New York City,United States,N,Y,Once per week,-2,175.0,70.4,0,0,0,-2,0,1994-11-23,175.0,70.4
Tu5187yG,F,1984-10-16,37,healthy,"Beijing, China",Beijing,China,N,N,Never,-2,173.0,62.9,0,0,0,0,0,1984-10-16,173.0,62.9
JF9062ER,F,1988-03-16,34,healthy,"Harare, Zimbabwe",Harare,Zimbabwe,Y,Y,A couple of times per week,-2,173.0,62.9,0,0,1,-2,0,1988-03-16,173.0,62.9
oo1702QX,F,1983-05-06,39,healthy,"Kaduna, Nigeria",Kaduna,Nigeria,N,N,Every day,-2,169.0,74.3,0,0,0,0,1,1983-05-06,169.0,74.3
ZC4635xi,F,1986-03-12,36,healthy,"Camayenne, Guinea",Camayenne,Guinea,N,N,A couple of times per week,-2,176.0,58.9,0,0,0,0,0,1986-03-12,176.0,58.9
qv9598Rg,F,1999-09-12,22,healthy,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,N,Y,Every day,-2,165.0,73.5,0,0,0,-2,1,1999-09-12,165.0,73.5
nK2866Bm,F,1988-02-16,34,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,N,Every other day,-2,166.0,79.9,0,0,0,0,1,1988-02-16,166.0,79.9
fz8911am,F,1985-07-25,37,healthy,"Heraklion, Greece",Heraklion,Greece,Y,N,1 or 2 times per month,-2,172.0,62.1,0,0,1,0,0,1985-07-25,172.0,62.1
bT1377dF,F,1998-04-09,24,healthy,"Pyongyang, North Korea",Pyongyang,North Korea,N,N,Every day,-2,170.0,66.5,0,0,0,0,1,1998-04-09,170.0,66.5
yk5970gh,F,2001-05-18,21,healthy,"Kano, Nigeria",Kano,Nigeria,Y,Y,Once per week,-2,171.0,70.2,0,0,1,-2,0,2001-05-18,171.0,70.2
aL2319oe,F,2000-06-29,22,healthy,"São Paulo, Brasil",São Paulo,Brasil,N,Y,Once per week,-2,171.0,58.5,0,0,0,-2,0,2000-06-29,171.0,58.5
